model,MAE,RMSE,R2,uncertainty_error_corr,coverage_95,avg_interval_width_95
MLP Deep Ensemble,0.8528034677242406,1.004504144891788,0.9740338444170864,0.05420262077292437,0.4,1.8549319007084926
